_TITLE1 TOTAL INTER INTRA RESTR VDW
ZINC04146315 -17.882 -16.304 1.774 0.000 -25.794
ZINC04146347 -22.381 -22.371 3.197 0.000 -29.716
ZINC04186872 -19.213 -14.297 -1.648 0.000 -27.697
ZINC04189601 -20.765 -15.537 -2.026 0.000 -26.932
ZINC04191043 -21.007 -10.363 -7.362 0.000 -24.884
ZINC04191689 -25.327 -23.000 0.896 0.000 -28.756
ZINC04192085 -23.315 -21.749 1.699 0.000 -29.499
ZINC04214970 -15.903 -13.761 1.173 0.000 -26.527
ZINC04242180 -7.539 -7.492 3.134 0.000 -19.934
ZINC04301441 -22.980 -17.014 -2.569 0.000 -24.822
ZINC04352851 -11.754 -5.484 -2.879 0.000 -23.128
ZINC04355508 -23.852 -17.131 -3.384 0.000 -32.346
ZINC04409367 -24.262 -18.355 -2.591 0.000 -26.223
ZINC04439387 -23.243 -17.126 -2.828 0.001 -30.526
ZINC04459640 -25.703 -20.999 -1.315 0.000 -29.591
ZINC04459647 -21.421 -18.726 0.533 0.000 -26.796
ZINC04460755 -22.850 -19.936 0.469 0.000 -26.762
ZINC04460757 -27.221 -23.816 -0.132 0.000 -29.440
ZINC04464119 -20.107 -13.093 -3.784 0.000 -21.224
ZINC04464775 -31.127 -22.276 -5.458 0.000 -27.767
ZINC04464778 -16.078 -10.331 -2.353 0.000 -24.390
ZINC04464811 -31.905 -26.050 -2.610 0.000 -27.624
ZINC04465060 -32.232 -26.338 -2.603 0.000 -33.766
ZINC04465226 -31.903 -26.403 -2.237 0.000 -27.212
ZINC04465250 -18.445 -16.611 1.439 0.000 -26.582
ZINC04465430 -22.201 -14.097 -4.894 0.000 -23.692
ZINC04465449 -16.348 -14.809 1.849 0.000 -22.240
ZINC04467604 -19.169 -18.376 1.022 0.000 -25.427
ZINC04467657 -23.655 -21.810 1.334 0.000 -27.568
ZINC04467668 -26.127 -23.817 0.991 0.000 -28.267
ZINC04468263 -22.837 -16.319 -3.236 0.000 -24.834
ZINC04468358 -21.959 -23.484 4.715 0.000 -28.998
ZINC04468582 -22.997 -20.125 0.382 0.000 -27.925
ZINC04468592 -19.894 -16.994 0.352 0.000 -24.878
ZINC04468663 -19.269 -17.130 1.091 0.000 -27.819
ZINC04468693 -18.855 -17.270 1.724 0.000 -31.718
ZINC04469638 -14.839 -14.055 2.544 0.000 -20.991
ZINC04469742 -27.914 -24.479 -0.115 0.000 -30.690
ZINC04470087 -21.666 -17.589 -0.792 0.000 -23.587
ZINC04470125 -22.011 -16.449 -2.168 0.000 -25.705
ZINC04517524 -12.155 -16.792 4.323 0.000 -29.877
ZINC04520836 -23.601 -19.173 -1.141 0.000 -28.168
ZINC04520843 -19.035 -15.819 0.057 0.000 -27.720
ZINC04521996 -12.438 -14.733 5.455 0.017 -24.876
ZINC04521997 -20.379 -22.788 5.661 0.000 -27.771
ZINC04522004 -22.315 -19.036 -0.030 0.000 -29.501
ZINC04522029 -23.974 -20.897 0.225 0.000 -28.331
ZINC04522031 -25.904 -17.690 -4.976 0.000 -25.388
ZINC04522051 -17.637 -14.875 0.509 0.000 -26.390
ZINC04522056 -18.197 -17.762 -0.810 0.000 -24.909
ZINC04522058 -18.260 -17.384 2.516 0.000 -26.826
ZINC04522064 -19.722 -21.710 5.033 0.000 -27.268
ZINC04522065 -21.818 -23.353 4.897 0.000 -28.256
ZINC04522071 -22.172 -16.724 -2.066 0.000 -25.915
ZINC04522074 -23.322 -17.555 -2.475 0.000 -29.410
ZINC04522078 -16.787 -19.659 6.224 0.000 -24.720
ZINC04522089 -19.362 -16.763 0.623 0.000 -23.841
ZINC04522100 -24.677 -19.752 -1.678 0.000 -27.776
ZINC04522102 -31.317 -22.739 -5.272 0.000 -29.641
ZINC04522115 -21.705 -18.038 -0.356 0.000 -26.943
ZINC04522122 -24.618 -20.062 -1.140 0.000 -31.586
ZINC04522126 -19.152 -17.996 2.103 0.000 -23.322
ZINC04522149 -24.522 -25.126 0.235 0.000 -32.052
ZINC04522155 -20.916 -15.106 -2.398 0.000 -24.131
ZINC04522181 -23.088 -16.126 -7.242 0.000 -25.374
ZINC04522187 -19.674 -16.083 -0.236 0.000 -22.227
ZINC04522207 -22.314 -19.971 0.878 0.000 -29.045
ZINC04522288 -21.215 -17.432 -0.578 0.000 -24.326
ZINC04528696 -17.729 -19.017 4.715 0.000 -25.642
ZINC04528747 -20.593 -17.543 0.243 0.000 -24.827
ZINC04528938 -20.170 -17.155 0.273 0.000 -27.982
ZINC04529047 -23.767 -20.703 0.191 0.000 -28.619
ZINC04529401 -23.605 -23.595 3.307 0.000 -26.051
ZINC04529413 -18.990 -17.816 2.184 0.000 -29.005
ZINC04529490 -25.706 -16.407 -6.162 0.000 -25.717
ZINC04593964 -25.624 -21.339 -0.980 0.000 -31.882
ZINC04594488 -22.852 -18.069 -1.692 0.000 -28.453
ZINC04594750 -29.306 -16.015 -9.908 0.000 -25.971
ZINC04596600 -23.483 -19.523 -0.654 0.000 -28.028
ZINC04606803 -25.320 -24.926 1.570 0.000 -31.242
ZINC04606832 -25.565 -20.150 -2.173 0.000 -27.821
ZINC04608252 -23.455 -19.758 -0.524 0.000 -27.227
ZINC04618388 -25.031 -21.960 0.214 0.000 -28.724
ZINC04618425 -20.938 -13.538 -4.105 0.000 -26.290
ZINC04621398 -28.070 -21.675 -3.067 0.000 -28.254
ZINC04622813 -24.631 -18.130 -3.140 0.000 -24.954
ZINC04622827 -25.413 -19.144 -4.410 0.000 -27.604
ZINC04627903 -17.406 -15.936 1.722 0.000 -25.945
ZINC04628151 -21.705 -21.694 3.242 0.000 -29.937
ZINC04632872 -22.906 -22.349 -1.047 0.000 -29.058
ZINC04633329 -19.592 -14.448 -5.508 0.000 -27.232
ZINC04633336 -25.267 -21.178 -0.712 0.000 -27.840
ZINC04633338 -22.849 -18.900 -0.642 0.000 -25.667
ZINC04633566 -19.541 -15.443 -0.723 0.000 -23.624
ZINC04633659 -23.770 -22.268 1.198 0.000 -29.170
ZINC04633661 -19.904 -17.671 1.131 0.000 -25.676
ZINC04633716 -23.535 -17.846 -2.428 0.000 -28.266
ZINC04635464 -22.224 -17.434 -1.470 0.000 -27.842
ZINC04638704 -24.768 -25.640 0.550 0.000 -31.056
ZINC01484895 -20.582 -18.231 0.918 0.000 -24.186
ZINC03786324 -25.582 -21.305 -0.971 0.000 -26.963
ZINC03808264 -23.044 -19.870 0.187 0.000 -26.968
ZINC03815629 -18.024 -17.362 2.570 0.000 -30.448
ZINC03815630 -21.958 -17.976 -0.754 0.000 -32.150
ZINC03815631 -26.026 -26.147 3.371 0.000 -28.852
ZINC03815632 -26.140 -21.936 -0.978 0.000 -30.352
ZINC03815633 -30.055 -24.192 -2.612 0.000 -26.459
ZINC03815634 -33.965 -27.166 -4.863 0.000 -32.813
ZINC03815635 -17.303 -15.842 1.770 0.029 -27.224
ZINC03815636 -25.149 -22.447 0.697 0.000 -30.224
ZINC03815637 -20.130 -19.432 2.594 0.000 -23.655
ZINC03815638 -22.064 -20.520 1.740 0.000 -25.797
ZINC03815639 -24.216 -21.645 0.691 0.000 -30.148
ZINC03815640 -32.972 -25.253 -4.364 0.000 -29.955
ZINC03815641 -22.823 -20.011 0.461 0.000 -33.357
ZINC03815642 -28.050 -26.013 -0.120 0.000 -32.221
ZINC03815643 -21.384 -24.245 5.858 0.000 -29.441
ZINC03815644 -29.613 -23.914 -2.531 0.000 -28.147
ZINC03815645 -27.920 -22.422 -2.281 0.000 -28.545
ZINC03815646 -20.092 -23.828 6.936 0.000 -29.049
ZINC03815647 -25.939 -22.735 0.208 0.000 -21.871
ZINC03815648 -21.147 -23.023 5.141 0.000 -30.894
ZINC03815649 -23.611 -23.008 2.670 0.000 -30.958
ZINC03815650 -23.840 -24.033 3.404 0.000 -29.206
ZINC03815651 -18.950 -22.218 5.775 0.000 -25.736
ZINC03815652 -20.915 -21.107 3.418 0.000 -27.057
ZINC03815653 -30.934 -26.572 -1.097 0.000 -29.339
ZINC03815654 -19.970 -18.653 0.648 0.000 -25.212
ZINC03815655 -14.704 -21.212 6.206 0.000 -30.635
ZINC03831996 -13.900 -12.472 0.560 0.000 -23.200
ZINC03831999 -19.907 -18.692 2.077 0.000 -27.841
ZINC03832000 -25.897 -17.458 -5.106 0.000 -29.858
ZINC03833842 -22.161 -24.229 5.413 0.000 -37.203
ZINC03833843 -29.932 -29.430 2.802 0.000 -34.678
ZINC03833844 -27.009 -24.097 0.316 0.000 -30.118
ZINC03833845 -22.503 -23.527 4.232 0.000 -34.077
ZINC03833846 -16.766 -16.764 3.221 0.000 -25.255
ZINC03833847 -23.074 -23.606 3.395 0.000 -31.462
ZINC03833848 -21.256 -20.159 2.218 0.000 -19.497
ZINC03833849 -22.207 -17.683 -1.158 0.000 -26.392
ZINC03833850 -25.601 -16.766 -5.441 0.003 -25.880
ZINC03833851 -21.070 -18.770 0.960 0.000 -21.109
ZINC03833852 -23.597 -19.452 -0.863 0.000 -28.820
ZINC03833853 -22.263 -23.588 0.671 0.000 -28.449
ZINC03833854 -26.651 -19.779 -3.512 0.000 -30.253
ZINC03833855 -20.773 -17.133 -1.735 0.005 -25.603
ZINC03833856 -33.646 -31.542 1.163 0.000 -37.392
ZINC03833857 -30.439 -27.555 0.386 0.000 -32.744
ZINC03833858 -29.344 -29.346 1.982 0.000 -34.996
ZINC03833859 -24.924 -22.836 1.125 0.000 -35.319
ZINC03833860 -24.063 -24.432 3.648 0.000 -29.914
ZINC03833861 -24.845 -24.581 -0.629 0.000 -31.436
